DATAFLOW,DONOR,RECIPIENT,SECTOR,MEASURE,CHANNEL,MODALITY,FLOW_TYPE,PRICE_BASE,MD_DIM,MD_ID,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,BASE_PER,OBS_STATUS,UNIT_MULT,DECIMALS,DONOR_AGENCY,OECD_ID,DONOR_PROJECT_ID,REGION,INCOME_GROUP,CHANNELDELIVERY_CODE,CHANNELDELIVERY_NAME,CATEGORY_CODE,CATEGORY_NAME,FINANCETYPE_CODE,FINANCETYPE_NAME,BIMULTI_CODE,SHORT_DESCRIPTION,PROJECT_TITLE,LONG_DESCRIPTION,SDG_FOCUS,GENDER_EQUALITY,ENVIRONMENT,GOVERNANCE,RMNCH,DRR,NUTRITION,DISABILITY,BIODIVERSITY,CLIMATE_MITIGATION,CLIMATE_ADAPTATION,DESERTIFICATION,AMOUNT_TIED,AMOUNT_UNTIED,AMOUNT_PARTIALLY_UNTIED,NATURE_OF_SUBMISSION,PSIFLAG_CODE,PSIFLAG_NAME
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BDI,1000,100,_T,_T,D,Q,_T,0,USD,2021,6.54487,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BDI,1000,100,_T,_T,D,Q,_T,0,USD,2022,7.179981,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BDI,1000,100,_T,_T,D,Q,_T,0,USD,2023,10.412271,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,140,100,_T,_T,D,Q,_T,0,USD,2019,0.197287,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,140,100,_T,_T,D,Q,_T,0,USD,2020,0.524299,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,140,100,_T,_T,D,Q,_T,0,USD,2021,0.69383,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,140,100,_T,_T,D,Q,_T,0,USD,2022,0.034318,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,140,100,_T,_T,D,Q,_T,0,USD,2023,0.10058,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,230,100,_T,_T,D,Q,_T,0,USD,2019,0.063558,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,310,100,_T,_T,D,Q,_T,0,USD,2023,1.01648,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,332,100,_T,_T,D,Q,_T,0,USD,2022,0.078873,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,332,100,_T,_T,D,Q,_T,0,USD,2023,0.074921,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,1000,100,_T,_T,D,Q,_T,0,USD,2019,4.327019,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,1000,100,_T,_T,D,Q,_T,0,USD,2020,4.952606,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,1000,100,_T,_T,D,Q,_T,0,USD,2021,9.186614,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,1000,100,_T,_T,D,Q,_T,0,USD,2022,6.376613,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,BEN,1000,100,_T,_T,D,Q,_T,0,USD,2023,7.139928,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,140,100,_T,_T,D,Q,_T,0,USD,2019,0.020665,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,230,100,_T,_T,D,Q,_T,0,USD,2019,6.326593,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,310,100,_T,_T,D,Q,_T,0,USD,2019,0.565789,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,332,100,_T,_T,D,Q,_T,0,USD,2019,0.021087,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,1000,100,_T,_T,D,Q,_T,0,USD,2019,1133.344646,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,140,100,_T,_T,D,Q,_T,0,USD,2019,145.853858,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,230,100,_T,_T,D,Q,_T,0,USD,2019,92.011176,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,310,100,_T,_T,D,Q,_T,0,USD,2019,48.955126,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,332,100,_T,_T,D,Q,_T,0,USD,2019,84.802359,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,1000,100,_T,_T,D,Q,_T,0,USD,2019,783.318746,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ERI,230,100,_T,_T,D,Q,_T,0,USD,2019,5.211733,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ERI,1000,100,_T,_T,D,Q,_T,0,USD,2019,287.266885,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ETH,230,100,_T,_T,D,Q,_T,0,USD,2019,6.253433,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ETH,1000,100,_T,_T,D,Q,_T,0,USD,2019,71.696419,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F4,140,100,_T,_T,D,Q,_T,0,USD,2019,164.965549,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F4,230,100,_T,_T,D,Q,_T,0,USD,2019,136.594462,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F4,310,100,_T,_T,D,Q,_T,0,USD,2019,50.358614,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F4,332,100,_T,_T,D,Q,_T,0,USD,2019,84.802359,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F4,1000,100,_T,_T,D,Q,_T,0,USD,2019,932.783555,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F6_X,310,100,_T,_T,D,Q,_T,0,USD,2019,0.016624,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F6_X,1000,100,_T,_T,D,Q,_T,0,USD,2019,5.434107,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F7,140,100,_T,_T,D,Q,_T,0,USD,2019,0.006963,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F7,310,100,_T,_T,D,Q,_T,0,USD,2019,0.587906,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F7,1000,100,_T,_T,D,Q,_T,0,USD,2019,4.952128,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8,140,100,_T,_T,D,Q,_T,0,USD,2019,27.677361,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8,230,100,_T,_T,D,Q,_T,0,USD,2019,23.354565,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8,310,100,_T,_T,D,Q,_T,0,USD,2019,14.148991,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8,332,100,_T,_T,D,Q,_T,0,USD,2019,0.069129,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,HIPC,140,100,_T,_T,D,Q,_T,0,USD,2019,53.195477,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,HIPC,230,100,_T,_T,D,Q,_T,0,USD,2019,88.188426,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,HIPC,310,100,_T,_T,D,Q,_T,0,USD,2019,15.547281,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,HIPC,332,100,_T,_T,D,Q,_T,0,USD,2019,0.069129,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,HIPC,1000,100,_T,_T,D,Q,_T,0,USD,2019,1907.67786,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KHM,1000,100,_T,_T,D,Q,_T,0,USD,2019,13.947651,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KIR,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.140896,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LAO,310,100,_T,_T,D,Q,_T,0,USD,2019,0.376752,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LAO,1000,100,_T,_T,D,Q,_T,0,USD,2019,31.656122,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LBN,140,100,_T,_T,D,Q,_T,0,USD,2019,31.300556,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LBN,1000,100,_T,_T,D,Q,_T,0,USD,2019,88.874412,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LBR,310,100,_T,_T,D,Q,_T,0,USD,2019,2.686263,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LBR,1000,100,_T,_T,D,Q,_T,0,USD,2019,6.994473,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMIC,140,100,_T,_T,D,Q,_T,0,USD,2019,192.977802,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMIC,230,100,_T,_T,D,Q,_T,0,USD,2019,144.694236,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMIC,310,100,_T,_T,D,Q,_T,0,USD,2019,56.848664,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMIC,332,100,_T,_T,D,Q,_T,0,USD,2019,84.879537,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O7,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.684755,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O8,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.140896,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O9,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.52576,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLIC,140,100,_T,_T,D,Q,_T,0,USD,2019,3.244646,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLIC,1000,100,_T,_T,D,Q,_T,0,USD,2019,7348.180615,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLICWB,140,100,_T,_T,D,Q,_T,0,USD,2019,39.671614,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLICWB,230,100,_T,_T,D,Q,_T,0,USD,2019,85.184178,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLICWB,310,100,_T,_T,D,Q,_T,0,USD,2019,4.788456,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLICWB,332,100,_T,_T,D,Q,_T,0,USD,2019,0.069129,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,OLICWB,1000,100,_T,_T,D,Q,_T,0,USD,2019,10558.963821,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SLE,1000,100,_T,_T,D,Q,_T,0,USD,2019,16.930499,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SLV,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.061478,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SOM,140,100,_T,_T,D,Q,_T,0,USD,2019,0.039003,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SOM,310,100,_T,_T,D,Q,_T,0,USD,2019,0.067966,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SOM,1000,100,_T,_T,D,Q,_T,0,USD,2019,127.402775,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SRB,140,100,_T,_T,D,Q,_T,0,USD,2019,0.054706,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SRB,310,100,_T,_T,D,Q,_T,0,USD,2019,7.913712,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SRB,1000,100,_T,_T,D,Q,_T,0,USD,2019,237.149066,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SSD,310,100,_T,_T,D,Q,_T,0,USD,2019,0.114584,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SSD,1000,100,_T,_T,D,Q,_T,0,USD,2019,1.767737,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,STP,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.04229,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SUR,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.044114,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SWZ,1000,100,_T,_T,D,Q,_T,0,USD,2019,0.23653,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SYR,140,100,_T,_T,D,Q,_T,0,USD,2019,3.244646,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SYR,1000,100,_T,_T,D,Q,_T,0,USD,2019,7254.387418,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,TCD,140,100,_T,_T,D,Q,_T,0,USD,2019,0.248018,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,140,100,_T,_T,D,Q,_T,0,USD,2020,3.166345,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,230,100,_T,_T,D,Q,_T,0,USD,2020,0.023365,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,310,100,_T,_T,D,Q,_T,0,USD,2020,22.500948,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,332,100,_T,_T,D,Q,_T,0,USD,2020,5.22943,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,DPGC_X,1000,100,_T,_T,D,Q,_T,0,USD,2020,1395.531774,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,140,100,_T,_T,D,Q,_T,0,USD,2020,148.464672,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,230,100,_T,_T,D,Q,_T,0,USD,2020,36.148353,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,310,100,_T,_T,D,Q,_T,0,USD,2020,83.578803,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,EGY,1000,100,_T,_T,D,Q,_T,0,USD,2020,681.167352,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ERI,310,100,_T,_T,D,Q,_T,0,USD,2020,4.029336,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ERI,1000,100,_T,_T,D,Q,_T,0,USD,2020,4.935059,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
